Name,Description
Supporting the Core Business,"<p><strong>Customers</strong>&nbsp;can access these materials on the SAP Fieldglass Forum.</p>

<p><strong>Partners</strong>&nbsp;can access them on the Application Documentation Jam page.</p>

<p><strong>SAP internal&nbsp;employees</strong>&nbsp;can access a recording, along with the presentation deck and FAQ document, of each Did You Know webinar&nbsp;on SAP Fieldglass Learning Services Jam.</p>"
Sybase Control Center Installation - How to Configure for ASE Monitoring,"In this session, you will learn how to configure Sybase Control Center to connect to Sybase Adaptive Server Enterprise (ASE).  Release: Sybase Control Center 3.2.7"
Sybase Control Center Installation Basics,Installation of SAP DB Control Center with full content Release: Sybase Control Center 3.2.7
System Administration/ Planning - SMG_ADM,How to request an Accelerated Innovation Enablement Offering type: AIE Expert on Demand - EOD Solution Manager-System Administration/ Planning Expert on Demand Scenario: System administration and planning.  *This offer is exclusive for Enterprise Customers*
System Clean-Up Prior to Migration to SAP S/4HANA,
System Clean-Up Prior to Migration to SAP S/4HANA,<p>Why system clean-up is important before migration to SAP S/4HANA How to bring documents in an archivable state How to avoid unnecessary memory consumption</p>
System Consolidation & Rollout of Country Versions,"Takes the system topology, language support and other parameters into account  Best approach for installation and configuration of country specific functionality will be explained   Goals:   Prepared for the implementation of Country Versions   EGI"
System Consolidation & Rollout of Country Versions for multinational Companies,"During this Meet the Expert session you will learn what has to be considered to prepare an ERP system best for the implementation of Country Versions, taking in to account the system topology, language support and other parameters. Based on these preparations the best approach for installation and configuration of country specific functionality will be explained."
System Monitoring & Troubleshooting,<p>Covers the complete setup process of the new System Monitoring and ReportingThis delivery focuses on SAP Solution Manager 7.1 installationsCommunicates the fundamentals of System Monitoring &amp; Reporting functionality in SAP Solution Manager Goals.Set up a ready-to-use scenario in your own SAP Solution ManagerNew System Monitoring is up and running</p>
System Recommendation in SAP Solution Manager 7.2,System Recommendations Introduction Setup System Recommendations in SAP Solution Manager 7.2Goals:  Start working with System Recommendations in SAP Solution Manager 7.2Get to know additional Customizing Possibilities
System/Technical Administration: Backup and Restore for SAP System Landscape,"SAP Product(s): Independent <br/> Product Version(s): Independent <br/> Operating System(s): All <br/> Database(s): All <br/> SAP Solution Manager Work Center(s): System/ Technical Administration <br/> SAP Solution Management Phase: Operations and Continuous Improvement <br/> SAP Solution: Generic Best-Practice Document <br/> Solution Manager Area: Optimization <br/> Topic Area: Technical Operations <br/>  Understand principles of a good backup and restore concept<br/>  Role(s) : Basis Administrator <br/> Lifecycle(s) : Implement (Build), Operate (Run) <br/>"
System/Technical Administration: Migrating SAP Systems to DB2 11 for z/OS,"SAP Product(s): Independent Product Version(s): Independent Work Center(s): System/Technical Administration Operating System(s): LINUX, WINDOWS, AIX, z/OS Database(s): DB2 for z/OS ALM Phase(s): RUN SAP Solution Manager Work Center(s): Technical Administration Topic Area: System/Technical Administration Overview of how to migrate to DB2 11 for z/OS Role(s) : Basis Administrator, IT Architect, Project Manager Lifecycle(s) : Implement (Build), Operate (Run)"
Take Action: Job Change/Transfer/Compensation Change,"<p>Amend an employee&#39;s job and compensation information and replicate any recurring or one-time pay components in Employee Central Payroll as a result.</p>

<p>By completing these task tutorials, you will be able to:</p>

<ul>
	<li>Entering Job Change Data</li>
	<li>Entering Transfer Data</li>
	<li>Maintaining Employee Tax Data</li>
	<li>Entering Pay Rate Change Data</li>
	<li>Entering Spot Bonus Data</li>
	<li>Entering Recurring Deduction Data</li>
	<li>Entering One Time Deduction Data</li>
</ul>"
Take Action: Promotion/Demotion (FJ2),"<p>Wenn ein Mitarbeiter bef&ouml;rdert oder zur&uuml;ckgestuft wird, werden die Stellen- und Verg&uuml;tungsinformationen des Mitarbeiters aktualisiert. Im SAP-SuccessFactors-System wird die Drucktaste Aktionen (Actions) verwendet, um zum Dropdown-Men&uuml; zu navigieren und Stellen- und Verg&uuml;tungsinformationen &auml;ndern (Change Job and Compensation Information) f&uuml;r Mitarbeiter auszuw&auml;hlen.<br />
Der Fachvorgesetzte gibt eine Bef&ouml;rderung/R&uuml;ckstufung f&uuml;r einen Mitarbeiter innerhalb eines Unternehmens ein. Wir betrachten einen zweistufigen Workflow, der generiert wird, wenn eine &Auml;nderung der Gehaltsgruppe zusammen mit einer &Auml;nderung des Betrags des annualisierten Gehalts erfolgt. Dar&uuml;ber hinaus betrachten wir die &Auml;nderung eines Vorgesetzten. In diesem Fall l&ouml;st die Gesch&auml;ftsregel den Workflow zun&auml;chst f&uuml;r den Personalsachbearbeiter (der Teil der HR-Admin-Gruppe sein muss) und anschlie&szlig;end f&uuml;r den Fachvorgesetzten der neuen Abteilung (das hei&szlig;t: den Zielmanager) aus.</p>

<p>Nach Durchf&uuml;hrung der Task Tutorials, k&ouml;nnen Sie:</p>

<ul>
	<li>Eingeben von Bef&ouml;rderungs-/R&uuml;ckstufungsdaten</li>
	<li>Genehmigen von Antr&auml;gen auf Bef&ouml;rderung/R&uuml;ckstufung</li>
	<li>Verarbeiten genehmigter Antr&auml;ge</li>
</ul>

<p>Software: SAP SuccessFactors 1905</p>"
Take Action: Promotion/Demotion (FJ2P),"<p>Change the job and compensation information of an employee and approve any workflows which are triggered as a result.</p>

<p>By completing these task tutorials, you will be able to:</p>

<ul>
	<li>Enter job changes into the system for an employee who has been promoted.</li>
	<li>Enter compensation changes into the system for an employee who has been promoted.</li>
</ul>

<p>Software: SAP SuccessFactors 1905</p>"
Take Action: Termination,"<p>Terminate an employee and replicate the information, ensuring the employee is shown as withdrawn and therefore is not included in payroll anymore.</p>

<p>By completing these task tutorials, you will be able to:</p>

<ul>
	<li>Terminate an employee.</li>
	<li>Adjust an employee&#39;s compensation information after their employment has been terminated.</li>
	<li>Adjust an employee&#39;s tax data after their employment has been terminated.</li>
</ul>

<p>Software: SAP SuccessFactors 1905</p>"
Take best business decisions by choosing best Big Data solutions,"<p><strong>Unlock Big Data with SAP HANA and SAP Data Services</strong></p>

<p>Short program introduction: This program will introduce you to SAP big data solutions. Explore real life use cases in different industries and lines of business. The program will help you to find the best data solution to make best business decisions, suitable for your IT landscape and get the most of your investment.</p>

<p>&nbsp;</p>

<p><u>Goals:</u></p>

<ul>
	<li>
	<p>Explore SAP Big Data solutions.</p>
	</li>
	<li>
	<p>Choose big data solutions for your business challenge and based on existing IT landscape: minimum investment to achieve maximum business value.</p>
	</li>
	<li>
	<p>SAP Big data solutions use cases.</p>
	</li>
</ul>

<p><u>Target Audience<u>:</u></u></p>

<ul>
	<li>
	<p>Business Process consultant</p>
	</li>
	<li>
	<p>Financial process expert</p>
	</li>
	<li>
	<p>Data management expert, Data scientist, data analyst</p>
	</li>
</ul>

<p><u>Prerequisites<u>:</u></u></p>

<ul>
	<li>
	<p>SAP ERP or S/4HANA knowledge, Data management knowledge.</p>
	</li>
</ul>"
Talent Hybrid Integrations: Technical Deep Dive,"<p><span style=""display: inline !important; float: none; background-color: transparent; color: rgb(0, 0, 0); font-family: Calibri; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">Deep dive on talent hybrid integrations along with different middleware platforms</span></p>"
Talent Profile Maintenance in SAP SuccessFactors,"<p>Software: SAP SuccessFactors 1905:<br />
<br />
Maintain an employee&rsquo;s talent profile.</p>

<p>Course goals</p>

<p>By completing these task tutorials, you will be able to:<br />
<br />
- Review and maintain the talent profile of subordinate employees.</p>"
Technical Building Blocks for a better Message,"As demands for your time become greater, the need for more efficient use of it is a must. This presentation aims to provide you with what you can do to maximize the functional correctness of messages you create.  By providing the needed information at creation time you can, minimize your interactions with support, accelerate the message to a investigating state, reduce the time to resolution. The result being a lower cost of ownership to you and your company Goals:   Information: What needs to be provided and WhyAttachments: What to attach and Where to find itTools: Programs and Services you can use to provide additional details     Please note that this recording has been optimized for PC and iOS viewing  "
Technical Considerations for Running SAP Business Suite Powered by SAP HANA,"Join this customer Panel Meet-the-Expert session to hear first hand from Warner Bros. about their SAP HANA deployment and how they support their SAP HANA environment. Topics covered include patching, backup, TDI, stacking, change management, and performance testing. Goals:  Obtain key takeaways for your SAP HANA project.Gain an understanding of potential challenges and how to overcome them."
Technical Overview & Conversion Methodology for SAP S/4HANA,Overview of S/4HANA technical architecture and infrastructure. Overview of system conversion to SAP S/4HANA.  Goals:Learn about SAP HANA infrastructure options Understand how to run SAP S/4HANA from technical point of view Understand how to convert an existing SAP Business Suite system to SAP S/4HANA
Technical Upgrade to SAP Solution Manager 7.2,"This session covers the complete upgrade process of the SAP Solution Manager to release 7.2. SAP expert guides the customer through the download, preparation and the upgrade.  Goals:   Upgrade your SAP Solution Manager to release 7.2   EGI"
Technical and Functional Updates with SAP Enterprise Support,"Explanation of SAP Enterprise Support services that can help the customer with updates Goals:  Explain Enterprise Support services that clients can use to support their technical updates.Explain Enterprise Support services that clients can use to support their functional updates. Enterprise Support, ES, Services  Please note that this recording has been optimized for PC and iOS viewing"
Test Automation Framework,"<p>After completing this program you will be able to understand the concept of test automation and establish a test automation strategy for your SAP solution using Test Management tools and processes which are delivered with SAP Solution Manager</p>

<p><u>Goals:</u></p>

<ul>
	<li>
	<p>Understand the concept of test automation</p>
	</li>
	<li>
	<p>Establish a test automation strategy for your SAP solution using Test Management tools and processes</p>
	</li>
	<li>
	<p>Explore the component based test automation (CBTA) functionality as part of SAP Solution Manager</p>
	</li>
</ul>

<p><u>Target Audience:</u></p>

<ul>
	<li>SAP Basis Consultant</li>
	<li>SAP Operations Architect</li>
</ul>

<p><u>Prerequisites:</u></p>

<ul>
	<li>Basic knowledge of SAP Solution Manager</li>
</ul>"
Test Automation Tool for SAP S/4HANA Cloud,"<p>SAP S/4HANA Cloud provides a tool to help customers automate testing during their projects and quarterly release upgrades. This session will cover an overview of the Test Automation Tool for SAP S/4HANA Cloud including a demonstration. The main features and major innovations will be presented.</p>

<p><strong>Goals:</strong></p>

<ul>
	<li>Understand the capabilities of the Test Automation Tool</li>
	<li>Understand the lifecycle concept of automated test scripts</li>
	<li>Understand how to leverage the Test Automation Tool during test phases and release upgrade processes</li>
</ul>

<p><strong>Tags:&nbsp;</strong>S4C, S4HC, quarterly release upgrades</p>"
Test Automation Tool for SAP S/4HANA Cloud,"<p>Introduction to the Test Automation Tool<br />
Demo of the Test Automation Tool<br />
Main features and major innovations</p>

<p><strong>Goals:</strong><br />
Understand the capabilities of the Test Automation Tool<br />
Understand how to leverage the Test Automation Tool during test phases and release upgrade processes</p>

<p><strong>Tags:</strong>&nbsp;S/4HC, S4HC</p>"
Test Automation: Unified Social Security and Taxpayer Identification Number,"<p>Overview of Individual Social Security and Tax Number and test automation function for the law amendment.<br />
How to use test automation to reduce user workload and help users get used to the new law smoothly</p>"
Test Management - SMG_TWB,"How to request an Accelerated Innovation Enablement Offering type: AIE Expert on Demand - EOD Scenario: With the SAP Test Suite in SAP Solution Manager SAP provides all features for efficient Test Management – for SAP as well as non-SAP applications. Furthermore, SAP supports customers with moving from manual to automated regression tests in a convenient, reliable and cost efficient way. Scope: * Test Suite * SAP S/4HANA overview * Third Party test suite integration * Change Impact Analysis                 *Business Process Change Analyzer                 *Scope and Effort Analyzer  *This offer is exclusive for Enterprise Customers*"
Test Management III: Test Automation Framework with CBTA,"<p>Effective Test Automation Framework with Component Based Test Automation (CBTA) is essential in lifecycle It relies on proper test preparation, planning and execution with underlying tools. Helps managing Projects &amp; Solutions in relation to activities like design, execution &amp; Goals: Enables you to quickly start with a basic Test Management focused on test automation. See the SAP Solution Manager along with the Component Based Test Automation (CBTA) tool. Gives you the knowledge to adopt it to your individual requirements. &nbsp; EGI</p>"
Test Management III: Test Automation Framework with HP QTP,"The EGI is suitable for customers who would like start with test automation and want to utilize the capabilities of SAP Solution Manager and HP QuickTest Professional. Furthermore, the EGI explains relevant steps starting from test management scenario setup, creation and execution as well as reporting of automated test cases. Finally the features provided by the new Test Automation Framework will be introduced."
Test Management in SAP Solution Manager 7.2,"<p>SAP Solution Manager 7.2 provides various capabilities in the area of Test Management</p>

<p>After completing this program you will understand the concept of Test Management with the included tools in SAP Solution Manager 7.2</p>

<p><u>Goals:</u></p>

<ul>
	<li>
	<p>Explain the concept of Test Management in SAP Solution Manager 7.2</p>
	</li>
	<li>
	<p>Guide you through the tools available to create test plans and define test scope</p>
	</li>
</ul>

<p><u>Target Audience:</u></p>

<ul>
	<li>SAP Basis Consultant</li>
	<li>SAP Operations Architect</li>
</ul>

<p><u>Prerequisites:</u></p>

<ul>
	<li>Basic knowledge of SAP Solution Manager</li>
</ul>"
Test Management: Regression Testing of SAP-Centric Business Processes,"SAP Product(s): All Product Version(s): Independent Work Center(s): Solution Documentation Operating System(s): All Database(s): All Project Phase(s): Implementations SAP Solution Manager Work Center(s): Test Management Topic Area: Test and Change Management Learn how to set up reliable regression tests. Improve the change and test management processes. Role(s) : Basis Administrator Lifecycle(s) : Implement (Build), Operate (Run)"
Test Management: SAP Mass Data Generator for Banking,"SAP Product(s): Banking Service from SAP Product Version(s): Banking Service 6.0 Operating System(s): All Database(s): All SAP Solution Manager Work Center(s): Test Management Solution Management Phase(s): Setup Operations Solution Manager Area: Configuration Management Topic Area: SAP Solution Management Learn how to create mass data for master data, accounts, payment items, and payment/ standing orders in a banking services system for loans and deposits for testing purposes. Role(s) : Basis Administrator Lifecycle(s) : Implement (Build), Operate (Run)"
Test Plan Management,"<p>Enables you to start with a basic Test Management focused on manual testing using Solution Manager. Gives you the knowledge to adopt it to your individual requirements.</p>

<p>Goals:</p>

<p>Manage Projects &amp; Solutions with Test Management activities like design, execution &amp; reporting EGI</p>"
Test PoC: Access To Future Hires/Transfers as early as the employment is created,
Test PoC: Address Deep Validations,
Test PoC: Automatic event reason derivation (using YouCalc- based rules),
Test PoC: Enhanced Manage Pending Hires feature,
Test PoC: Event Reason Status Configuration Check,
Test PoC: Mass Changes Functionality,
Test PoC: National ID Deep Validations,
Test PoC: Payment Information Deep Validations,
Test PoC: Picklists Configuration required for Mass Changes,
Test PoC: Rehire with new Employment: enable log-on with old user name,
"Test PoC: Reporting ""No-Shows"" in Employee Central",
Test PoC: Standard Event Picklist,
Test Suite - Create CBTA Test Configuration,New Solution Documentation as basis for test configuration Test Composition Environment How to create CBTA test configuration Release: SAP Solution Manager 7.2
Test Suite - Create Dynamic TBOMs for BPCA,Introduction of Business Process Change Analyzer Introduction of semi-dynamic & dynamic TBOM How to create dynamic TBOMs for BPCA Release: SAP Solution Manager 7.2
Test Suite - Create Test Plans and Define Test Scope,Differences  of the access of test management functionalities How to create test plans Release: SAP Solution Manager 7.2
Test Suite - Manage System Under Test for CBTA,Introduction of system data container Configuration via SUT Management UI Release: SAP Solution Manager 7.2
Test: 1st Steps in SAP Learning Hub,
Test: SAP Customer Engagement Center,
Thailand Legal Changes on Value Added Tax,"Thailand Revenue Department announced the legal change to include additional branch code information in tax invoices, debit notes and credit notes, effective from 1st January 2015. SAP will provide additional functionalities as legal patches to cover this legislation. Goals: Understand the legal changes and their impactUnderstand supported business scenarios and deployment guidelineSharing your feedback with the development team"
The Employee Central Solution: Defining a Plan for Integrations with SAP SuccessFactors ccessFactors,"<p>Ready to outline a plan for your integrations? Understand the process you should take to quickly begin outlining your integrations plan and design your individual integrations for seamless solutions. Join this session to review the tools available to you to support your integration needs. Whether you have the need for simple integrations or more complex, custom integrations, we have tools that help you quickly get to your data and integrate to other systems in the most reliable way to meet your business needs.&nbsp;</p>"
The Employee Central Solution: Upgrade2Success,"<p>The Upgrade2Success services and tools are designed to allow customers to move the right components when it makes sense for the business, all the while protecting their existing investments in HCM solutions.</p>"
The Importance of the Foundation for Effective Talent Management,"<p>These features are included with every SAP SuccessFactors licenses and can add value to your Talent Management Processes, whether or not you have implemented SAP SuccessFactors talent modules.<br />
&nbsp;</p>"
The Multi-Channel Workforce,"<p><strong>Customers</strong>&nbsp;can access these materials on the SAP Fieldglass Forum.</p>

<p><strong>Partners</strong>&nbsp;can access them on the Application Documentation Jam page.</p>

<p><strong>SAP internal&nbsp;employees</strong>&nbsp;can access a recording, along with the presentation deck and FAQ document, of each Did You Know webinar&nbsp;on SAP Fieldglass Learning Services Jam.</p>"
The Path to SAP S/4HANA with SAP HANA Enterprise Cloud,"<p>SAP HANA Enterprise Cloud gives you an accelerated path forward to cloud readiness.<br />
It lifts the burden of managing your IT environment and unlocks the full potential of SAP business innovations.<br />
Learn how SAP HEC can help you to move to SAP S/4HANA and become an intelligent enterprise ahead of your competitors.</p>

<p><strong>Goals:</strong></p>

<ul>
	<li>Get guidance on how to act on your digital strategy as you begin your journey to the cloud</li>
	<li>Realize the benefits of a private cloud, managed by SAP, with the market-leading hyperscalers</li>
	<li>Learn how to accelerate and simplify the adoption of SAP S/4HANA</li>
</ul>"
The Perfect Customer Message,How to create a perfect customer message Get an overview of the solution search on the SAP Support Portal. Goals: Learn some tips and tricks that help you to accelerate your incident.  
The Power of Business Rules in Employee Central,"<p>Business Rules are a great way to automate, propagate, validate, calculate, and default data in the system. Some rules require lengthy, detailed logic.</p>

<p>Join this webinar to hear real customer examples of how they have created some unique business rules to meet their business needs for Employee Central.</p>"
Thread Dumps,"SAP Product(s):SAP Hybris Commerce Suite Product Version(s):5.X Operating System(s): All Database(s): All SAP Solution Manager Work Center(s): Root cause analysis  In Java, good thread dump analysis is one of the best ways to troubleshoot problems that endanger the integrity of the program. Goals: * Get to know details of thread dumps * Learn how to improve system performance * Get an overview of performance troubleshooting hybris Published on: 2016 July"
"Tips, Tricks & Extensions for SAP Concur","<p><em>Enhance your experience with Concur Expense by joining us for a training webinar on&nbsp;<strong>Tips, Tricks &amp; Extensions for SAP Concur</strong>. During this presentation, our SAP Concur solution expert:</em></p>

<ul>
	<li>Best practices on driving compliance</li>
	<li>Getting the most out of Concur Expense features</li>
	<li>Encouraging user adoption</li>
	<li>Additional resources to support you</li>
</ul>"
Tools to Support your SAP S/4HANA Journey,"<p>The Discover phase of SAP Activate covers the preparation activities for an SAP S/4HANA project.<br />
This MTE session will recap all the tools available during this phase, when to use them and for which purpose.<br />
This MTE complements previous MTEs (e.g. SAP Transformation Navigator, SAP Readiness Check, SAP QVA&hellip;etc.).</p>

<p><strong>Goals:</strong></p>

<ul>
	<li>Learn the big picture of the available tools to support the Discover phase of an SAP S/4HANA project</li>
	<li>Understand which tool to use when and for which purpose</li>
</ul>"
Top 10+ Things Not To Do When Implementing BI4.1,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""397"">
	<tbody>
		<tr height=""140"">
			<td height=""140"" width=""397"">Come join SAP Active Global Support as we tour the Top 10+ things NOT to do when implementing BI4.1.<br />
			We spend a lot of time on best practices on how to approach but we wanted to also share the not so best practices we see on BI4.1 Deployment from a Support Standpoint.<br />
			So come join us for some fun and information as we go through our NOT list which includes the below and others!</td>
		</tr>
	</tbody>
</table>"
Top takeaways coming out of SAP Concur implementation,"<p>Are you new to SAP Concur? Did you just complete implementation of an SAP Concur solution(s)? Are you looking for additional tips and tricks to help you roll out SAP Concur solutions with your internal teams? If so, join us for our upcoming&nbsp;<strong>Client Admin Training Series webinar</strong>,&nbsp;<strong>Top takeaways coming out of SAP Concur implementation</strong>.</p>

<p>During this webinar and live demonstration, we will cover the key takeaways from our SAP Concur implementation program, including:</p>

<ul>
	<li>Credit card feeds - Integrating with your credit card, understanding how to set-up (corporate vs. business)</li>
	<li>Batches &amp; integrations - Who&#39;s your processor, how to finalize process reports, and more</li>
	<li>Support resources - WalkMe, Support Portal, Deployment Toolkit &amp; Chat</li>
	<li>Profiles - Edit profiles, password reset</li>
	<li>And more...</li>
</ul>"
Total Workforce Management in the Intelligent Enterprise,"<p>Talent is a true differentiator and the single most important factor that determines business success. Managing your total talent in line with business priorities and a clear line of sight into the financial impact is a crucial business imperative.</p>

<p>Join to learn how you can achieve total workforce management by connecting functional areas into seamless business processes, gain insight into all resources and provide all workers with experiences that keep them engaged.<br />
&nbsp;</p>

<ul>
	<li>Understand&nbsp; how your business can benefit from&nbsp; Total Workforce Management.</li>
	<li>See first-hand our recent innovations in UX and how we actively manage the experience of your workers at all moments that matter</li>
	<li>Learn how the components of the Intelligent Enterprise powered by SAP support the management of your most important resources</li>
</ul>"
Transfer Balances and Open Items to SAP S/4HANA Finance,"<p>Overview of balances transfer and open items to Central Finance with additional account assignments like profit center, irrespective if source is on classic General Ledger (GL) or New GL<br />
Overview of Posting Engine tool<br />
End to end demo of Posting Engine tool</p>

<p><strong>Goals:</strong></p>

<ul>
	<li>Understand the features of the Posting Engine</li>
	<li>Learn how to configure the Posting Engine</li>
</ul>

<p><strong>Tags:&nbsp;</strong>Initial load, transfer historical finance data</p>"
Transfer of Employee Data from SAP SuccessFactors Onboarding to SAP ERP HCM,"<ul>
	<li>The standard integration process between SAP ERP HCM and SAP SuccessFactors Onboarding.</li>
	<li>Integration on onboarded employee pulled into SAP ERP HCM and processed to update HCM infotypes.</li>
	<li>Field mapping, program scheduling, processing onboarded records, and different steps required</li>
</ul>"
Transform Procurement with SAP S/4HANA and SAP Ariba,"How to design the future of procurement by replacing your SRM system Transformation options for your SRM system The business cases and value behind the new SAP procurement direction Goals:Understand SAP's strategy for procurement solutionsUnderstand the business cases and value behind this transformationUnderstand the paths you can follow to manage the transformation Upgrade, Transformation, Procurement, SAP Ariba, SAP S/4HANA, SAP SRM"
Transform Procurement with SAP S/4HANA and SAP Ariba Solutions -S4PLE_020,"<p><a href=""https://support.sap.com/content/dam/support/en_us/library/ssp/offerings-and-programs/sap-enterprise-support/enterprise-support-academy/accelerated-innovation-enablement/HowtoReuqestAIE.pdf"" target=""_blank"">How to request an Accelerated Innovation Enablement</a><br />
Offering type: Live Expert Session (LES) *Executive Summary *Trends in Procurement *Procurement Solutions from SAP *Ariba Network and Supplier Collaboration *Supplier Management *Sourcing and Contract Management *Operational Purchasing &ndash; Indirect Procurement *Operational Purchasing &ndash; Direct Procurement *External Workforce Management and Services Procurement *Guided Buying *Spot Buy *Procurement Analytics *Solution Extensibility *Deployment Options *Benefits and next Steps *This offer is exclusive for Enterprise Customers* *S/4HANA*</p>"
Transform Travel & Expense with Concur,"What is Concur? Why customers should consider transforming travel and expense to Concur How to plan this transformation to Concur Goals:Learn about Concur, the go-forward travel and expense solution within the SAP portfolio.Understand the business cases and value behind this transformation.Hear how SAP and Concur support you through this journey."
Transition to SAP Business Suite 4 SAP HANA - Landscape Transformation,Overview of the transition path to SAP S/4HANA for Landscape Transformation
Transition to SAP Business Suite 4 SAP HANA - New Implementation,Overview of the transition path to SAP S/4HANA for a new implementation
Transition to SAP S/4HANA - Landscape Transformation,"<p>Transition path to SAP Business Suite 4 SAP HANA for Landscape Transformation</p>

<p>&nbsp;</p>

<p><b>Goals:&nbsp;</b></p>

<ul type="""">
	<li>Get an overview of the transition path to SAP S/4HANA for Landscape Transformation</li>
</ul>

<p><b>Tags:&nbsp;</b>Cloud, SAP S/4 HANA</p>

<p>&nbsp;</p>

<p><i>Please note that this recording has been optimized for PC and iOS viewing</i></p>"
Transition to SAP S/4HANA - New Implementation,Transition path to SAP S/4HANA for a new implementation  Goals:    Get an overview of the transition path to SAP S/4HANA for a new implementation
Transition to SAP Solution Manager 7.2,This tutorial provides you guidance through the transition to SAP Solution Manager 7.2.   Goals:Understand the reasons for an Upgrade or new InstallationDecide which option is based on which decisionsGet familiar with the upgrade strategyKnow scenario-specific upgrade informationUnderstand further upgrade information   SAP Solution Manager 7.2
Transport Execution Analysis (TEA and TEAP),<p>Covers Transport Executions Analysis for both Productive systems and Projects. Enabled to execute both service sessions in your own environment Goals: Enabled to execute both service sessions in your own environment Get an action plan how to improve your software change management processes</p>
Transport Execution Analysis (TEA),"Roles: Application Architect, Basis Administrator, IT Architect, IT Manager, Project Manager"
Transport Execution Analysis for Projects (TEAP),"Roles: Application Architect, Basis Administrator, Project Manager   TEAP"
Transports on Business Planning and Consolidation for NW,"This course intends to explain how the transport works on BPC-NW 10/10.1, how to setup a transport, system parameters, authorizations and RFCs. It will also explains how to check BPC transport logs and present tips concerning this topic. Goals: Configure and execute a correct transportIdentify transport issues transport, SE01, SE03, SE09, RFC, bpc, epm, NetWeaver, target system, source system"
Travel and Expense Trends in 2020,"<p>This webinar will share best practices around optimizing spend and travel programs with some &ldquo;quick wins&rdquo; to put into practice this year. It will also focus on these four key trends that will be the driving forces behind the change:</p>

<p>&bull; T&amp;E is now an integral part of a company&rsquo;s financial digital transformation strategy.</p>

<p>&bull; Pressure to increase productivity and simplify processes will kick demand for AI into overdrive; machine learning moves from a novelty to a routine function.</p>

<p>&bull; Employee satisfaction and engagement climbs further and often goes hand in hand with employee safety and well-being.</p>

<p>&bull; Paper receipts decline, smart receipts rise</p>"
Tuning Best Practices for SAP BusinessObjects Planning and Consolidations 7.0 (Microsoft Version),"SAP Product(s): SAP BusinessObjects Planning and Consolidation Product Version(s): SBOP Plan. & Consol. 7.0 Operating System(s): Win Server 2003, Win Server 2008 Database(s): Microsoft SQL Server 2007 SAP Solution Manager Work Center(s): Root Cause Analysis Tuning best practices for SAP BusinessObjects Planning and Consolidations 7.0 (Microsoft version) Role(s) : Basis Administrator Lifecycle(s) : Operate (Run)"
Two-Tier-ERP for SAP S/4HANA Cloud,"<p style=""text-align: left; color: rgb(0, 0, 0); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"">Two-Tier ERP provides organizations, the opportunity to standardize E2E business processes across multiple tiers.</p>

<p style=""text-align: left; color: rgb(0, 0, 0); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"">In this video, you will learn about the high-level definition of 2 Tier ERP, core use-cases and key implementation considerations. You will also be shown the key tools within SAP Roadmap Viewer, that are critical in the 2 Tier Implementation.</p>"
UX Strategy for SAP S/4HANA,"<p>Shows SAP UX Strategy and the SAP Product Road Map for SAP Fiori to avoid common errors<br />
Enables a better plan for UX Strategy and I.T infrastructure accordingly<br />
<br />
<strong>Goals:</strong></p>

<ul>
	<li>Introduce SAP Product Roadmap for SAP Fiori</li>
	<li>Have the information and resources to better plan your UX Strategy and IT infrastructure</li>
	<li>Learn how to leverage SAP Activate Methodology to Implement an S/4HANA UX Project</li>
</ul>

<p><br />
<strong>Tags:</strong>&nbsp;SAP Fiori, S/4HANA UX, EGI</p>"
Understanding SAP Readiness Check for SAP S/4HANA (LMK format),"<p>USING THE LMK FORMAT</p>

<p>&nbsp;</p>

<p>The SAP Readiness Check for SAP S/4HANA is a critical tool BEFORE starting an SAP S/4HANA project. In this live interactive webinar you will learn why, when, how to execute and read the results of this tool. &nbsp;&nbsp;</p>

<p><strong>Please note that this session is part of a pilot offering called must-know webinars. For details review the attached abstract.</strong></p>

<p><strong>Goals:</strong></p>

<ul>
	<li>Understand at a high level why it is so important to know how SAP S/4HANA differs from SAP ERP for appropriate project planning</li>
	<li>Understand why, when and how to execute SAP Readiness Check 2.0 for SAP S/4HANA</li>
	<li>Get introduced to the content through a live demonstration</li>
</ul>"
